GENE_NAME
C1ORF105
LOC100506023
DARS2
GAS5-AS1
GAS5
SNORD47
SNORD80
SNORA103
SNORD77
SNORD76
LOC102724601
RABGAP1L
TNN
SCARNA3
LOC730102
RASAL2-AS1
C1ORF220
MIR4424
AXDND1
TOR1AIP2
TOR1AIP1
FLJ23867
LHX4-AS1
MIR3121
GM140
LINC00272
LOC284648
NPL
SMG7-AS1
FAM129A
GS1-279B7.1
LOC440704
KCNT2
CFH
CFHR3
CFHR1
CFHR4
DENND1B
MIR181A1HG
LINC00862
LOC101929224
CACNA1S
IGFN1
RPS10P7
MIR5191
MIR1231
IPO9-AS1
MIR6739
MIR6740
PTPRVP
PCAT6
MGAT4EP
LOC148709
ADIPOR1
CYB5R1
LOC100506747
TMEM183A
TMEM183B
MYBPH
CHIT1
LINC01136
SNORA77
LINC00260
ZC3H11A
LINC00303
LOC101929441
LINC00628
DSTYK
LEMD1-AS1
LOC284578
LOC284581
SLC26A9
C1ORF186
CTSE
SRGAP2
SRGAP2C
SRGAP2D
MIR6769B
IL19
CR2
CR1
LOC148696
MIR4260
SERTAD4-AS1
LINC00467
NEK2
INTS7
SNORA16B
NENF
TATDN3
FLVCR1-AS1
RPS6KC1
PROX1-AS1
LINC00538
LOC102723833
SPATA17-AS1
LINC00210
TGFB2-AS1
MIR548F3
TGFB2-OT1
LYPLAL1-AS1
MIR215
MIR664A
SNORA36B
AURKAPS1
C1ORF140
TAF1A-AS1
MIA3
CAPN8
CAPN2
LOC101927164
MIR4742
DNAH14
MIR6741
H3F3AP4
C1ORF95
ZNF847P
LOC100130093
MIR3620
GUK1
C1ORF145
OBSCN
MIR6742
TRIM17
DUSP5P1
LOC101927478
CAPN9
SNRPD2P2
TSNAX-DISC1
LINC00582
DISC2
MIR4427
MIR4671
LOC101927765
TARBP1
LINC01354
LINC00184
LINC01132
LYST
GPR137B
LGALS8-AS1
HEATR1
LOC100130331
ZP4
LINC01139
RPS7P5
MIR3123
KMO
WDR64
EXO1
LINC01347
LOC339529
SNORA100
LOC101928068
EFCAB2
LOC255654
SCCPDH
LINC01341
AHCTF1
ZNF670-ZNF695
MIR3916
GCSAML-AS1
GCSAML
OR2L1P
OR2M1P
MIR3124
LINC01115
MYT1L-AS1
TRAPPC12
RNASEH1
RNASEH1-AS1
LINC01304
LINC01249
LINC01105
MIR7158
LOC400940
LINC00487
NRIR
CMPK2
RNF144A-AS1
LOC100506274
LINC00298
LINC00299
MIR4261
SNORA80B
PDIA6
FLJ33534
PQLC3
LINC00570
GREB1
MIR3125
LOC100506474
NBAS
MYCNOS
LINC00954
LOC101928222
APOB
LOC645949
FAM228B
ITSN2
CENPO
DNAJC27-AS1
DNMT3A
MIR1301
OTOF
GTF3C2-AS1
FTH1P3
IFT172
GPN1
SUPT7L
RBKS
BRE-AS1
LOC100505716
BRE
PLB1
SNORD92
FAM179A
CAPN14
XDH
MEMO1
MIR558
MIR4765
LINC00486
LOC100271832
MYADML
CEBPZOS
PRKD3
RMDN2-AS1
CYP1B1
CYP1B1-AS1
HNRNPLL
LOC375196
ARHGEF33
SOS1
CDKL4
LOC728730
SLC8A1-AS1
LOC388942
C2ORF91
KCNG3
LINC01126
PLEKHH2
DYNC2LI1
ABCG5
SLC3A1
PREPL
MIR548AD
SIX3-AS1
LINC01121
TMEM247
LINC01118
LINC01119
MIR559
MSH2
MSH6
MIR3682
C2ORF73
RPL23AP32
SPTBN1
EML6
CLHC1
PRORSD1P
MIR217
MIR216A
MIR216B
LINC01122
MIR4432
LINC01185
PUS10
LOC339803
SNORA70B
LOC100132215
DBIL5P2
WDPCP
PELI1
LINC00309
AFTPH
LOC339807
LOC400958
MIR4778
MEIS1-AS3
MEIS1-AS2
LOC644838
C1D
CNRIP1
MIR3126
SNORA36C
PCBP1-AS1
LOC100133985
CD207
OR7E91P
DYSF
ALMS1
ALMS1P1
DGUOK-AS1
BOLA3-AS1
DCTN1
DCTN1-AS1
INO80B-WBP1
LBX2-AS1
MIR5000
GCFC2
SNAR-H
REG3G
REG1CP
MIR4264
LOC1720
FUNDC2P2
DNAH6
TGOLN2
RETSAT
PARTICL
USP39
GNLY
LOC284950
LOC90784
PTCD3
SNORD94
MIR4779
KDM3A
CD8B
ANAPC1P1
LOC285074
LINC00152
MIR4435-1
MIR4435-2
MIR4780
THNSL2
LOC101928371
EIF2AK3
ANKRD36BP2
LOC654342
GGT8P
ACTR3BP2
FAM95A
ANKRD20A8P
LOC442028
TEKT4
PROM2
FAHD2A
FAHD2CP
STARD7-AS1
NEURL3
MIR3127
ANKRD36
LINC01125
VWA3B
MITD1
CHST10
LOC101927142
RFX8
MIR4772
LOC100287010
LINC01102
LINC01114
LINC01158
LOC102724691
UTAT33
LOC285000
PLGLA
RGPD4-AS1
RGPD4
SULT1C2P1
LIMS1
SH3RF3-AS1
MIR4265
MIR4266
LINC01123
MIR4267
NPHP1
LINC00116
LINC01106
LIMS3-LOC440895
SNORD132
ACOXL
BCL2L11
MIR4435-2HG
TMEM87B
RGPD5
RGPD8
FLJ42351
IL36A
PAX8-AS1
FAM138B
WASH2P
DDX11L2
RPL23AP7
MIR4782
LOC100499194
LINC01191
DPP10-AS1
DPP10
STEAP3-AS1
C2ORF76
SCTR
TMEM177
LINC01101
NIFK-AS1
GPR17
SAP130
UGGT1
LOC389033
LOC101927924
RAB6C-AS1
FAR2P1
MED15P9
FAR2P2
LOC646743
TISP43
CYP4F30P
ARHGEF4
LOC440910
LINC01120
LOC401010
MIR4784
LOC150776
CCDC74A
POTEKP
ANKRD30BL
MIR663B
MIR3679
MGAT5
CCNT2-AS1
MAP3K19
ZRANB3
LOC100507600
DARS
DARS-AS1
THSD7B
YY1P2
LRP1B
ZEB2-AS1
TEX41
PABPC1P2
ORC4
LOC101929231
NMI
MIR4773-1
MIR4773-2
RIF1
NEB
STAM2
UPP2
CCDC148-AS1
PKP4
WDSUB1
LOC643072
PLA2R1
MIR4785
TANK
DPP4
LOC101929532
IFIH1
GCA
SNORA70F
LOC100506124
TTC21B-AS1
TTC21B
SCN1A
SCN9A
SCN7A
XIRP2
CERS6-AS1
DHRS9
LRP2
PPIG
MYO3B
LINC01124
SLC25A12
DLX2-AS1
RAPGEF4-AS1
RAPGEF4
MLK7-AS1
LINC01305
WIPF1
MIR933
HOXD-AS2
HAGLR
LINC01116
LINC01117
MIR4444-1
MIR4444-2
MIR3128
LOC100130691
PRKRA
TTN-AS1
TTN
LOC101927055
MIR1258
CWC22
CERKL
DIRC1
MIR1245A
MIR1245B
MIR3129
OSGEPL1-AS1
C2ORF88
PCGEM1
DNAH7
CCDC150
LOC100130452
SATB2-AS1
FTCDNL1
AOX1
AOX2P
LOC100507140
LOC101927795
PPIL3
ORC2
CFLAR
CFLAR-AS1
CASP8
ALS2CR12
ALS2CR11
SNORD70
SNORD11B
SNORD11
ICA1L
CYP20A1
GCSHP3
SNORD51
MIR3130-1
MIR3130-2
MIR2355
LOC100507443
IDH1-AS1
PTH2R
MAP2
UNC80
LOC101928020
CPS1-IT1
MIR548F2
MIR4776-1
MIR4776-2
LOC100130451
VWC2L-IT1
ABCA12
LINC00607
PKI55
RPL37A
DIRC3
MIR6809
CXCR2P1
CXCR1
MIR6810
CATIP
CATIP-AS1
USP37
MIR9500
LINC00608
MIR375
LOC100129175
MIR3131
NHEJ1
TUBA4B
RESP18
SPEG
MIR3132
MIR4268
MOGAT1
MIR4439
LOC646736
LOC654841
MFF
MIR5703
DAW1
DNER
SP140
SP100
LOC151475
LOC151484
SPATA3-AS1
SNORA75
SNORD20
SNORD82
LINC00471
MIR1471
ECEL1P2
EFHD1
SCARNA5
SCARNA6
SAG
USP40
LOC100286922
MSL3P1
ASB18
COL6A3
MIR6811
UBE2F-SCLY
LOC151174
LOC643387
TRAF3IP1
LINC01107
FLJ43879
MIR4440
MIR4441
MGC16025
MIR4269
LOC150935
MIR4786
PP14571
MIR149
ANKMY1
LOC200772
ANO7
BOK-AS1
GAL3ST2
LOC728323
CHL1-AS1
CNTN4-AS2
CNTN4-AS1
ITPR1-AS1
EGOT
BHLHE40-AS1
LMCD1-AS1
LINC00312
THUMPD3-AS1
LHFPL4
CPNE9
IL17RC
PRRT3-AS1
EMC3-AS1
LOC401052
CIDECP
FANCD2
IRAK2
TATDN2
LINC00852
GHRLOS
MIR885
LINC00606
SLC6A1-AS1
SYN2
IQSEC1
NUP210
HDAC11-AS1
SNORA93
LINC00620
FGD5P1
TPRXL
SLC6A6
GRIP2
C3ORF20
FGD5-AS1
COL6A4P1
SH3BP5-AS1
MIR4270
HACL1
ANKRD28
MIR563
PLCL2
TBC1D5
MIR4791
KCNH8
EFHB
PP2D1
SGOL1-AS1
VENTXP7
MIR548AC
LINC00691
LOC101927854
THRB-AS1
MIR4792
MIR4442
LINC00692
LINC00693
OSBPL10-AS1
CRTAP
UBP1
TRANK1
PLCD1
SLC22A14
ACVR2B-AS1
SCN10A
GORASP1
MIR6822
SNORA62
EIF1B-AS1
ENTPD3-AS1
VIPR1-AS1
SEC22C
LOC101928323
CCDC13-AS1
LOC729083
ACKR2
ZNF662
KRBOX1-AS1
KRBOX1
SNRK-AS1
MIR138-1
ZNF35
MIR564
LARS2-AS1
LIMD1-AS1
CCR1
CCR3
LOC102724297
TDGF1
NRADDP
KIF9-AS1
KIF9
MIR4443
FBXW12
MIR6823
UCN2
SNORA94
NCKIPSD
IP6K2
PRKAR2A-AS1
SLC25A20
MIR191
USP19
LAMB2P1
MIR4271
BSN-AS2
MST1
CDHR4
MIR5193
MST1R
RBM5-AS1
SLC38A3
MIR6872
NAT6
RASSF1-AS1
MIR4787
TEX264
IQCF4
IQCF5-AS1
IQCF5
LINC00696
MIR135A1
DNAH1
STAB1
SNORD136
SNORD19
SNORD19B
SNORD69
GLT8D1
ITIH4-AS1
TMEM110
TMEM110-MUSTN1
RFT1
DCP1A
CHDH
ACTR8
ESRG
CACNA2D3-AS1
ERC2-IT1
MIR3938
CCDC66
ARHGEF3-AS1
ARHGEF3
SPATA12
DNAH12
ARF4
ARF4-AS1
FLNB
PTPRG-AS1
LINC00698
SYNPR-AS1
C3ORF49
PSMD6-AS2
PRICKLE2-AS1
LINC00994
PRICKLE2-AS2
PRICKLE2-AS3
ADAMTS9-AS1
ADAMTS9-AS2
MIR548A2
MAGI1-AS1
KBTBD8
SUCLG2-AS1
EOGT
MITF
GPR27
EIF4E3
LINC00870
PDZRN3
PDZRN3-AS1
FAM86DP
MIR1324
FRG2EP
LINC00960
ZNF717
GBE1
LINC00971
CADM2-AS2
MIR4795
LINC00879
ST3GAL6-AS1
HP09053
TMEM30C
FAM172BP
ZBTB11
ZBTB11-AS1
PDCL3P4
LOC152225
MIR548A3
LINC00882
DUBR
LINC00635
LINC00636
MYH15
GUCA1C
MORC1
FLJ22763
LINC00488
LINC01205
PVRL3-AS1
CD96
PLCXD2
TMPRSS7
MIR567
CFAP44-AS1
MIR4446
GRAMD1C
MIR568
ZBTB20-AS1
ZBTB20
ZBTB20-AS3
TUSC7
IGSF11-AS1
B4GALT4-AS1
MAATS1
NR1I2
POLQ
ARGFX
GOLGB1
CD86
LOC102723582
LOC100129550
MIR7110
MYLK-AS1
MYLK
HEG1
MIR5092
MIR548I1
FAM86JP
ROPN1B
ALDH1L1-AS1
ALDH1L1-AS2
CCDC37-AS1
UROC1
NUP210P1
RUVBL1
DNAJB8-AS1
LOC90246
LINC01565
LOC653712
RAB43
MIR6826
H1FX-AS1
RPL32P3
SNORA7B
H1FOO
TMCC1-AS1
FAM86HP
COL6A4P2
COL6A5
COL6A6
PIK3R4
LOC339874
NUDT16P1
SNORA58
NPHP3-ACAD11
ACAD11
NPHP3-AS1
MIR4788
CEP63
MSL2
NCK1-AS1
IL20RB
ESYT3
LINC01391
BPESC1
PISRT1
LOC100507291
RBP2
NMNAT3
TRIM42
SLC25A36
XRN1
LOC100507389
LOC100289361
PAQR9-AS1
SLC9A9-AS1
SLC9A9
PLSCR2
PLSCR5
CPA3
HLTF
HLTF-AS1
HPS3
TM4SF1-AS1
WWTR1-AS1
LOC646903
ERICH6
ERICH6-AS1
CLRN1-AS1
MIR5186
AADACP1
MIR548H2
MBNL1-AS1
TMEM14EP
ARHGEF26-AS1
ARHGEF26
LOC100507537
KCNAB1-AS1
TIPARP-AS1
LINC00886
PA2G4P4
LINC00880
LINC00881
LOC100996447
MFSD1
IQCJ-SCHIP1-AS1
IL12A-AS1
SMC4
SCARNA7
KPNA4
NMD3
LINC01192
ZBBX
LINC01330
EGFEM1P
TERC
LRRC31
LOC100128164
MIR6828
MIR569
NAALADL2-AS3
MIR4789
LINC00578
LINC01014
PEX5L-AS2
SOX2-OT
FLJ46066
MCCC1
LINC00888
KLHL24
ABCC5-AS1
HTR3D
HTR3E-AS1
MIR1224
FAM131A
EHHADH-AS1
MAP3K13
IGF2BP2-AS1
LOC344887
DGKG
LOC253573
HRG
SNORD2
MIR1248
SNORA81
SNORA63
SNORA4
RFC4
ADIPOQ-AS1
LOC101929106
MASP1
LOC100131635
LPP-AS2
FLJ42393
TPRG1-AS2
MIR944
SNAR-I
MGC2889
HRASLS
ATP13A5-AS1
ATP13A4
ATP13A4-AS1
OPA1-AS1
LOC647323
DPPA2P3
LINC00887
LINC00884
TMEM44-AS1
TMEM44
LOC100507391
SDHAP2
LINC00969
MIR570
MUC20
TNK2
SDHAP1
LINC00885
ZDHHC19
TM4SF19-AS1
TM4SF19-TCTEX1D2
NCBP2-AS2
MFI2-AS1
MIR4797
DLG1-AS1
LOC220729
MIR922
LMLN-AS1
ANKRD18DP
ZNF718
ZNF595
ZNF876P
ABCA11P
PDE6B
MYL5
LOC100129917
TMEM175
FGFRL1
TMED11P
LOC100130872
CTBP1-AS
CTBP1-AS2
SLBP
SCARNA22
MIR943
C4ORF48
POLN
MIR4800
FAM193A
NOP14-AS1
HTT-AS
HTT
RGS12
LINC00955
LOC100133461
FAM86EP
OTOP1
TMEM128
STX18-AS1
LINC01587
MIR378D1
JAKMIP1
LOC285484
MAN2B2
LOC93622
LOC100129931
FLJ36777
MIR4798
MIR4274
AFAP1-AS1
SH3TC1
USP17L9P
USP17L6P
MIR548I2
SLC2A9
MIR3138
MIR572
LINC01097
LINC01096
MIR5091
LINC01085
CPEB2-AS1
C1QTNF7
CC2D2A
FBXL5
CD38
TAPT1-AS1
FAM184B
SLIT2-IT1
KCNIP4-IT1
LOC100505912
CCDC149
SEPSECS-AS1
RBPJ
DTHD1
MIR4801
KLF3-AS1
MIR574
FAM114A1
WDR19
LOC401127
UGDH-AS1
LOC344967
MIR4802
UCHL1-AS1
SLC30A9
GUF1
CORIN
LOC101927179
LOC101927157
OCIAD1
OCIAD2
DCUN1D4
USP46-AS1
DANCR
MIR4449
SNORA26
LINC01618
SCFD2
LNX1
LNX1-AS1
LNX1-AS2
RPL21P44
SRD5A3-AS1
LOC644145
KIAA1211
PAICS
THEGL
POLR2B
IGFBP7-AS1
ADGRL3-AS1
LOC401134
EPHA5-AS1
UBA6-AS1
TMPRSS11GP
LOC550113
SYT14P1
FTLP10
TMPRSS11BNL
TMPRSS11B
UGT2B10
UGT2A3
CSN1S1
HTN1
CSN1S2AP
CSN1S2BP
MUC7
AMTN
AMBN
NPFFR2
ALB
AFP
LOC728040
RASSF6
PPBPP2
LOC441025
C4ORF26
CDKL2
PPEF2
NAAA
SDAD1
LOC101928809
FAM47E
FAM47E-STBD1
CCDC158
MIR4450
CNOT6L
LINC01094
LINC01088
LINC00989
PCAT4
C4ORF22
LINC00575
MIR575
SEC31A
THAP9-AS1
SNORD143
COPS4
HELQ
GPAT3
WDFY3-AS2
LOC100506746
MEPE
ABCG2
HERC3
FAM13A-AS1
FAM13A
SNCA-AS1
LOC100507053
PCNAP1
ADH6
ADH1A
ADH7
LOC256880
LOC101929353
LINC01216
FLJ20021
NFKB1
LOC102723704
SLC9B2
TET2
ARHGEF38-IT1
LOC101929529
TBCK
LOC101929595
LEF1-AS1
RPL34-AS1
SEC24B-AS1
RRH
ZGRF1
MIR367
MIR302D
MIR302A
MIR302C
MIR302B
MIR577
NDST3
SNHG8
PRSS12
CEP170P1
LOC101929741
METTL14
SEC24D
LOC101929762
LINC01061
LOC645513
TMEM155
PP12613
CCNA2
IL21-AS1
CETN4P
SPRY1
LINC01091
MIR2054
ABHD18
LINC00616
SLC7A11-AS1
SLC7A11
LINC00499
SCOC-AS1
UCP1
IL15
SMARCA5-AS1
GUSBP5
FREM3
HHIP-AS1
LINC01095
TTC29
MIR4799
SH3D19
DEAR
MIR3140
DKFZP434I0714
MIR4453
ANXA2P1
PLRG1
MAP9
LOC340017
C4ORF46
LINC01207
TRIM61
GK3P
MIR578
DDX60L
CBR4
LOC100506085
LOC100506122
HAND2-AS1
MIR4276
LOC101928590
ASB5
NEIL3
LINC01098
LINC00290
LOC90768
FAM92A1P2
WWC2-AS2
WWC2-AS1
LOC389247
LOC728175
PRIMPOL
ACSL1
SLED1
MIR3945HG
MIR3945
LINC01093
C4ORF47
FLJ38576
F11-AS1
LOC339975
LINC01060
FRG1
DBET
HRAT5
EXOC3-AS1
PP7080
LOC100288152
LOC100996325
LOC100506688
MIR4635
SLC12A7
SLC6A18
MIR4457
SDHAP3
LOC728613
MIR4277
LINC01019
LINC01020
CTD-2297D10.2
FLJ33360
MED10
LINC01018
MIR4454
LOC442132
FASTKD3
LOC729506
MIR4458HG
MIR4636
SNHG18
SNORD123
LOC285692
CMBL
ROPN1L-AS1
LINC01194
LOC100130744
MIR4637
MYO10
LOC285696
LOC401177
GUSBP1
PMCHL1
LOC340107
LINC01021
LSP1P3
MIR4279
ZFR
LOC340113
TARS
ADAMTS12
C1QTNF3-AMACR
BRIX1
AGXT2
LOC100506406
UGT3A1
LMBRD2
MIR580
NIPBL-AS1
WDR70
EGFLAM-AS4
LIFR-AS1
MIR3650
OSMR-AS1
LOC100506548
SNORD72
C6
OXCT1-AS1
C5ORF51
LOC648987
LOC153684
LOC100132356
NNT-AS1
FGF10-AS1
BRCAT54
LOC642366
ITGA2
LOC257396
NDUFS4
MIR581
LOC102467081
MIR449A
MIR449B
MIR449C
RNF138P1
SLC38A9
FLJ31104
PART1
CTC-436P18.1
IPO11-LRRC70
CWC27
TRAPPC13
LOC100303749
MAST4
CDK7
RAD17
LOC100272216
SMA4
GUSBP3
GTF2H2B
SMA5
GUSBP9
LOC647859
PMCHL2
MIR4803
MIR4804
NCRUPAR
ZBED3-AS1
WDR41
SCAMP1-AS1
ARSB
BHMT2
CTD-2201I18.1
LOC644936
CRSP8P
MSH3
CKMT2-AS1
SSBP2
MIR3977
SCARNA18
XRCC4
NBPF22P
MIR3607
MIR4280
TMEM161B
TMEM161B-AS1
LOC102546226
LINC00461
MEF2C-AS1
MIR3660
LOC731157
ARRDC3-AS1
NR2F1-AS1
MIR2277
LINC01554
CAST
RGMB-AS1
LOC100289230
LOC100133050
SLCO6A1
RAB9BP1
LINC01023
LOC100289673
STARD4-AS1
NREP-AS1
EPB41L4A-AS1
SNORA13
EPB41L4A
EPB41L4A-AS2
REEP5
YTHDC2
LOC101927100
LINC00992
MIR1244-1
MIR1244-2
MIR1244-3
MIR1244-4
TNFAIP8
SRFBP1
MGC32805
SNCAIP
GRAMD3
LMNB1
C5ORF63
LINC01184
MIR4460
ADAMTS19-AS1
FNIP1
P4HA2-AS1
P4HA2
LOC553103
MIR3936
C5ORF56
TH2LCRR
KIF3A
CCNI2
GDF9
MIR1289-2
SKP1
C5ORF66-AS2
LOC340074
VTRNA2-1
SMAD5-AS1
LOC389332
TRPC7-AS2
MIR874
NPY6R
HSPA9
SNHG4
SNORA74A
MATR3
DNAJC18
SLC4A9
MIR3655
VTRNA1-2
PCDHB17P
PCDHB18P
PCDHB19P
PCDHGB8P
DIAPH1
LOC100505658
LOC729080
KIAA0141
FGF1
ARHGAP26-AS1
MIR5197
PRELID2
PPP2R2B-IT1
DPYSL3
JAKMIP2-AS1
LOC102546294
LOC255187
ABLIM3
GRPEL2-AS1
CARMN
MIR143
ARHGEF37
PDE6A
CSF1R
NDST1
MYOZ3
ZNF300P1
SLC36A3
MIR6499
CTB-113P19.1
ATOX1
LOC100652758
SAP30L-AS1
MIR3141
PPP1R2P3
TIMD4
LOC285626
LOC285627
MIR3142
LOC285628
MIR146A
LOC285629
HMMR
HMMR-AS1
RARS
FBLL1
MIR218-2
MIR585
LINC01366
CTD-2270F17.1
RANBP17
LOC100268168
SNORA74B
NKX2-5
LOC285593
C5ORF47
MIR4634
FLJ16171
LOC100507387
LOC643201
CDHR2
MIR4281
HK3
FGFR4
F12
PRR7-AS1
LOC202181
LOC728554
FAM153C
GMCL1P1
COL23A1
AACSP1
LOC101928445
C5ORF60
LTC4S
MIR1229
C5ORF45
MIR340
HEIH
LINC00847
BTNL8
MIR4638
SNORD95
CTC-338M12.4
TRIM52-AS1
LINC01622
GMDS
GMDS-AS1
LINC01600
MYLK4
SERPINB1
MIR4645
SERPINB9P1
SERPINB9
LINC01011
HTATSF1P2
LOC101927759
BPHL
LOC100507194
LYRM4-AS1
MIR3691
LY86-AS1
SNRNP48
BLOC1S5-TXNDC5
TXNDC5
PIP5K1P1
EEF1E1-BLOC1S5
SCARNA27
LOC100506207
HULC
TFAP2A-AS1
LINC00518
MIR5689HG
MIR5689
C6ORF52
